Date,Month,Year,Weekday,Avg Trip Duration,Total Rides,TempHighF,TempAvgF,DewPointHighF,DewPointAvgF,WindHighMPH,WindAvgMPH,PrecipitationSumInches,Events,PrecipBins
2015-07-29,7,2015,2,23.011,376,101,89,74,71,12,6,0.0,Sunny,0
2015-07-30,7,2015,3,23.73,300,101,88,71,66,10,2,0.0,Sunny,0
2015-07-31,7,2015,4,20.844,404,102,90,70,68,13,4,0.0,Sunny,0
2015-08-01,8,2015,5,31.987,686,99,86,64,61,10,3,0.0,Sunny,0
2015-08-02,8,2015,6,28.005,591,100,88,66,61,10,3,0.0,Sunny,0
2015-08-03,8,2015,0,21.768,444,99,87,69,64,13,4,0.0,Sunny,0
2015-08-04,8,2015,1,20.262,378,100,89,74,70,12,6,0.0,Sunny,0
2015-08-05,8,2015,2,17.415,537,101,90,75,71,13,7,0.0,Sunny,0
2015-08-06,8,2015,3,17.430999999999997,466,102,90,73,71,13,7,0.0,Sunny,0
2015-08-07,8,2015,4,21.699,478,101,89,73,70,13,6,0.0,Sunny,0
2015-08-08,8,2015,5,27.682,719,103,90,73,73,20,10,0.0,Sunny,0
2015-08-09,8,2015,6,22.910999999999998,531,103,89,62,57,13,5,0.0,Sunny,0
2015-08-10,8,2015,0,18.702,322,105,90,62,57,14,6,0.0,Sunny,0
2015-08-11,8,2015,1,20.858,295,105,90,62,57,13,5,0.0,Sunny,0
2015-08-12,8,2015,2,17.74,470,105,92,69,68,13,3,0.0,Sunny,0
2015-08-13,8,2015,3,16.1,320,104,91,70,67,10,3,0.0,Sunny,0
2015-08-14,8,2015,4,25.459,447,101,90,74,69,10,4,0.0,Sunny,0
2015-08-15,8,2015,5,27.695,696,98,89,73,66,10,3,0.0,Thunderstorm,0
2015-08-16,8,2015,6,26.430999999999997,494,98,87,70,67,13,4,0.0,Sunny,0
2015-08-17,8,2015,0,24.809,351,98,86,71,68,12,4,0.0,Sunny,0
2015-08-18,8,2015,1,17.866,426,99,88,73,70,14,7,0.0,Sunny,0
2015-08-19,8,2015,2,19.687,415,99,89,74,72,13,6,0.0,Sunny,0
2015-08-20,8,2015,3,15.932,323,84,79,74,71,13,4,0.35,"Rain , Thunderstorm",0.1-0.5
2015-08-21,8,2015,4,27.498,490,92,82,74,71,14,5,0.005,Rain,0.1-0.5
2015-08-22,8,2015,5,27.89,728,99,87,75,73,13,6,0.0,Sunny,0
2015-08-23,8,2015,6,22.862,485,101,89,76,72,12,5,0.0,Sunny,0
2015-08-24,8,2015,0,17.712,313,101,89,73,68,9,2,0.0,Sunny,0
2015-08-25,8,2015,1,20.480999999999998,308,101,89,71,68,12,3,0.0,Sunny,0
2015-08-26,8,2015,2,15.147,353,98,86,71,68,8,3,0.0,Sunny,0
2015-08-27,8,2015,3,21.331,384,98,86,72,64,12,4,0.0,Sunny,0
2015-08-28,8,2015,4,21.124000000000002,356,98,85,65,60,12,4,0.0,Sunny,0
2015-08-29,8,2015,5,27.232,814,95,83,65,63,9,3,0.0,Sunny,0
2015-08-30,8,2015,6,23.299,498,96,86,67,65,10,3,0.0,Sunny,0
2015-08-31,8,2015,0,16.299,405,97,86,72,67,16,5,0.0,Sunny,0
2015-09-01,9,2015,1,14.632,364,94,84,72,69,14,5,0.0,Sunny,0
2015-09-02,9,2015,2,16.938,390,95,83,70,67,12,4,0.0,Sunny,0
2015-09-03,9,2015,3,17.234,406,94,84,71,69,13,3,0.0,Sunny,0
2015-09-04,9,2015,4,23.525,629,100,88,74,72,14,6,0.0,Sunny,0
2015-09-05,9,2015,5,38.829,750,101,90,77,73,16,7,0.01,Sunny,0.1-0.5
2015-09-06,9,2015,6,31.982,954,100,88,75,71,12,6,0.0,Sunny,0
2015-09-07,9,2015,0,30.835,689,100,88,74,70,13,6,0.0,Sunny,0
2015-09-08,9,2015,1,15.970999999999998,347,99,88,74,71,10,5,0.0,Sunny,0
2015-09-09,9,2015,2,17.339000000000002,363,93,84,75,73,10,3,1.05,"Rain , Thunderstorm",0.5-2
2015-09-10,9,2015,3,17.191,299,96,84,76,73,16,2,0.79,"Fog , Rain , Thunderstorm",0.5-2
2015-09-11,9,2015,4,23.261,498,93,84,75,73,12,3,0.005,Sunny,0.1-0.5
2015-09-12,9,2015,5,31.081,774,91,80,72,57,13,5,0.0,Sunny,0
2015-09-13,9,2015,6,25.031999999999996,658,91,77,58,51,13,4,0.0,Sunny,0
2015-09-14,9,2015,0,16.922,448,90,77,68,57,12,5,0.0,Sunny,0
2015-09-15,9,2015,1,20.487,376,95,84,72,70,16,5,0.005,Sunny,0.1-0.5
2015-09-16,9,2015,2,14.819,304,93,84,74,72,13,6,0.04,Rain,0.1-0.5
2015-09-17,9,2015,3,14.237,448,96,86,73,71,13,6,0.0,Sunny,0
2015-09-18,9,2015,4,26.984,555,96,86,73,70,12,6,0.0,Sunny,0
2015-09-19,9,2015,5,25.177,689,96,85,73,68,9,3,0.0,Sunny,0
2015-09-20,9,2015,6,33.497,602,95,82,70,63,9,3,0.0,Sunny,0
2015-09-21,9,2015,0,19.624000000000002,423,95,84,71,64,12,4,0.0,Sunny,0
2015-09-22,9,2015,1,16.347,334,97,84,67,64,10,4,0.0,Sunny,0
2015-09-23,9,2015,2,18.262999999999998,434,94,81,69,62,10,2,0.0,Sunny,0
2015-09-24,9,2015,3,19.789,408,95,82,64,58,10,2,0.0,Sunny,0
2015-09-25,9,2015,4,25.156,481,96,84,67,64,12,2,0.005,"Rain , Thunderstorm",0.1-0.5
2015-09-26,9,2015,5,32.571999999999996,855,95,82,65,59,12,3,0.0,Sunny,0
2015-09-27,9,2015,6,29.256999999999998,533,95,81,67,59,13,2,0.0,Sunny,0
2015-09-28,9,2015,0,21.979,419,89,79,66,63,12,3,0.0,Sunny,0
2015-09-29,9,2015,1,17.134,404,94,81,66,64,10,2,0.0,Sunny,0
2015-09-30,9,2015,2,19.883,410,95,83,65,62,10,2,0.0,Sunny,0
2015-10-01,10,2015,3,20.427,576,94,82,63,60,12,4,0.0,Sunny,0
2015-10-02,10,2015,4,26.839000000000002,1375,89,78,58,50,12,5,0.0,Sunny,0
2015-10-03,10,2015,5,28.62,1856,87,72,45,43,8,3,0.0,Sunny,0
2015-10-04,10,2015,6,25.516,1642,87,73,50,47,8,2,0.0,Sunny,0
2015-10-05,10,2015,0,21.502,643,85,76,56,52,9,2,0.0,Sunny,0
2015-10-06,10,2015,1,14.684000000000001,589,90,77,56,53,8,3,0.0,Sunny,0
2015-10-07,10,2015,2,15.533,473,91,77,63,58,12,3,0.0,Sunny,0
2015-10-08,10,2015,3,21.897,650,91,80,69,64,10,3,0.0,Sunny,0
2015-10-09,10,2015,4,26.979,1368,88,80,66,64,8,2,0.0,Sunny,0
2015-10-10,10,2015,5,29.611,2098,90,79,62,59,10,3,0.0,Sunny,0
2015-10-11,10,2015,6,25.756999999999998,1787,95,80,64,61,13,4,0.0,Sunny,0
2015-10-12,10,2015,0,26.045,754,99,86,73,67,13,6,0.0,Sunny,0
2015-10-13,10,2015,1,21.039,508,94,79,73,45,12,5,0.0,Sunny,0
2015-10-14,10,2015,2,24.096,437,96,78,49,41,9,3,0.0,Sunny,0
2015-10-15,10,2015,3,21.430999999999997,496,95,79,67,56,12,4,0.0,Sunny,0
2015-10-16,10,2015,4,22.19,632,90,76,66,56,12,2,0.0,Sunny,0
2015-10-17,10,2015,5,34.397,936,88,75,54,48,9,4,0.0,Sunny,0
2015-10-18,10,2015,6,34.78,755,84,71,42,35,9,4,0.0,Sunny,0
2015-10-19,10,2015,0,18.903,557,86,70,53,45,12,4,0.0,Sunny,0
2015-10-20,10,2015,1,20.69,448,87,73,68,58,13,4,0.0,Sunny,0
2015-10-21,10,2015,2,17.796,402,86,79,70,68,16,8,0.005,Rain,0.1-0.5
2015-10-22,10,2015,3,17.657,347,82,76,74,70,16,7,0.16,Rain,0.1-0.5
2015-10-23,10,2015,4,21.355999999999998,281,80,76,76,73,21,6,0.43,"Rain , Thunderstorm",0.1-0.5
2015-10-24,10,2015,5,95.236,55,76,68,74,66,17,9,4.79,Rain,2-10
2015-10-25,10,2015,6,85.49600000000001,139,64,61,58,57,17,9,0.65,Rain,0.5-2
2015-10-26,10,2015,0,22.934,455,79,69,57,54,15,6,0.0,Sunny,0
2015-10-27,10,2015,1,21.253,423,84,71,56,53,8,3,0.0,Sunny,0
2015-10-28,10,2015,2,17.524,664,82,70,54,50,18,4,0.0,Sunny,0
2015-10-29,10,2015,3,23.179000000000002,702,81,66,64,54,12,4,0.0,Sunny,0
2015-10-30,10,2015,4,32.205999999999996,160,75,71,73,70,29,8,4.93,"Fog , Rain , Thunderstorm",2-10
2015-10-31,10,2015,5,27.463,656,77,71,73,65,16,4,0.89,"Rain , Thunderstorm",0.5-2
2015-11-01,11,2015,6,51.711999999999996,730,75,67,59,57,8,3,0.07,Rain,0.1-0.5
2015-11-02,11,2015,0,23.726999999999997,469,79,68,60,58,10,3,0.0,Fog,0
2015-11-03,11,2015,1,19.369,393,80,69,62,59,10,3,0.0,Fog,0
2015-11-04,11,2015,2,15.369000000000002,390,78,70,68,64,13,5,0.005,Rain,0.1-0.5
2015-11-05,11,2015,3,17.65,363,85,79,74,72,12,6,0.05,"Rain , Thunderstorm",0.1-0.5
2015-11-06,11,2015,4,25.185,595,76,68,71,54,14,3,0.02,Rain,0.1-0.5
2015-11-07,11,2015,5,22.543000000000003,392,63,60,57,54,17,8,0.53,"Fog , Rain",0.5-2
2015-11-08,11,2015,6,27.029,750,71,62,47,43,13,5,0.0,Sunny,0
2015-11-09,11,2015,0,38.667,492,73,63,55,50,6,1,0.0,Sunny,0
2015-11-10,11,2015,1,18.044,363,74,67,67,63,12,4,0.0,Sunny,0
2015-11-11,11,2015,2,19.083,409,85,77,71,64,13,7,0.0,Sunny,0
2015-11-12,11,2015,3,18.152,407,71,64,41,36,16,6,0.0,Sunny,0
2015-11-13,11,2015,4,32.431999999999995,511,65,61,43,39,7,4,0.0,Sunny,0
2015-11-14,11,2015,5,43.586999999999996,477,65,60,52,46,8,3,0.01,Rain,0.1-0.5
2015-11-15,11,2015,6,42.739,506,70,62,62,53,9,4,0.0,Sunny,0
2015-11-16,11,2015,0,37.759,249,75,70,71,67,16,7,0.01,Rain,0.1-0.5
2015-11-17,11,2015,1,33.535,260,75,61,70,55,18,4,1.03,Rain,0.5-2
2015-11-18,11,2015,2,15.453,426,72,58,45,42,9,2,0.0,Sunny,0
2015-11-19,11,2015,3,19.835,454,79,63,51,46,8,1,0.0,Sunny,0
2015-11-20,11,2015,4,25.185,659,77,65,61,55,12,4,0.0,Sunny,0
2015-11-21,11,2015,5,50.065,460,66,54,63,47,22,7,0.005,Sunny,0.1-0.5
2015-11-22,11,2015,6,36.626999999999995,461,59,47,33,29,8,2,0.0,Sunny,0
2015-11-23,11,2015,0,16.96,275,63,48,41,33,9,2,0.0,Sunny,0
2015-11-24,11,2015,1,17.933,373,64,56,58,50,9,3,0.0,Sunny,0
2015-11-25,11,2015,2,54.586000000000006,367,74,68,64,61,14,5,0.005,Rain,0.1-0.5
2015-11-26,11,2015,3,39.743,140,74,71,71,69,14,7,0.26,Rain,0.1-0.5
2015-11-27,11,2015,4,109.118,110,74,58,71,58,15,7,1.46,"Fog , Rain",0.5-2
2015-11-28,11,2015,5,167.178,45,44,42,42,39,13,7,0.25,Rain,0.1-0.5
2015-11-29,11,2015,6,106.213,75,47,45,44,42,9,4,0.04,Rain,0.1-0.5
2015-11-30,11,2015,0,20.081,161,55,50,48,45,7,2,0.0,Sunny,0
2015-12-01,12,2015,1,14.76,258,59,53,46,43,7,2,0.0,Sunny,0
2015-12-02,12,2015,2,15.849,278,68,55,48,40,9,3,0.0,Fog,0
2015-12-03,12,2015,3,14.369000000000002,271,63,52,38,37,8,1,0.0,Sunny,0
2015-12-04,12,2015,4,15.079,277,63,50,43,38,9,2,0.0,Sunny,0
2015-12-05,12,2015,5,26.843000000000004,534,65,51,43,39,9,2,0.0,Sunny,0
2015-12-06,12,2015,6,34.012,502,70,57,51,46,10,2,0.0,Sunny,0
2015-12-07,12,2015,0,19.746,355,69,57,47,43,7,1,0.0,Sunny,0
2015-12-08,12,2015,1,15.182,357,75,59,54,48,12,3,0.0,Sunny,0
2015-12-09,12,2015,2,26.543000000000003,383,76,62,50,47,8,2,0.0,Sunny,0
2015-12-10,12,2015,3,26.783,382,78,65,62,58,10,4,0.0,Sunny,0
2015-12-11,12,2015,4,42.123000000000005,424,79,66,65,61,14,6,0.0,Fog,0
2015-12-12,12,2015,5,39.080999999999996,322,75,73,70,67,17,9,0.01,Rain,0.1-0.5
2015-12-13,12,2015,6,30.163,208,74,60,69,52,23,4,1.54,Rain,0.5-2
2015-12-14,12,2015,0,22.793000000000003,368,75,59,46,41,10,3,0.0,Sunny,0
2015-12-15,12,2015,1,33.830999999999996,319,75,64,65,60,9,4,0.0,Sunny,0
2015-12-16,12,2015,2,14.808,292,63,55,39,29,15,8,0.0,Sunny,0
2015-12-17,12,2015,3,74.25,244,68,54,37,31,14,4,0.0,Sunny,0
2015-12-18,12,2015,4,16.41,244,58,46,35,31,13,3,0.0,Sunny,0
2015-12-19,12,2015,5,33.615,421,66,51,48,40,13,4,0.0,Sunny,0
2015-12-20,12,2015,6,27.206,223,67,59,62,56,13,5,0.005,Rain,0.1-0.5
2015-12-21,12,2015,0,38.461,373,76,65,64,61,8,2,0.0,Sunny,0
2015-12-22,12,2015,1,25.744,414,79,64,66,57,13,5,0.0,Sunny,0
2015-12-23,12,2015,2,23.108,325,81,67,66,54,15,3,0.0,Sunny,0
2015-12-24,12,2015,3,52.18,266,74,63,63,56,10,1,0.0,Sunny,0
2015-12-25,12,2015,4,33.064,329,70,61,66,53,9,2,0.0,Sunny,0
2015-12-26,12,2015,5,38.937,303,78,74,70,69,21,10,0.1,Rain,0.1-0.5
2015-12-27,12,2015,6,27.441999999999997,52,73,55,69,47,21,10,1.32,"Rain , Thunderstorm",0.5-2
2015-12-28,12,2015,0,16.439,148,46,41,34,30,21,8,0.005,Sunny,0.1-0.5
2015-12-29,12,2015,1,20.808000000000003,307,49,43,43,36,8,3,0.03,Rain,0.1-0.5
2015-12-30,12,2015,2,32.069,463,57,49,44,42,9,4,0.005,Rain,0.1-0.5
2015-12-31,12,2015,3,37.128,415,53,46,40,39,13,6,0.0,Sunny,0
2016-01-01,1,2016,4,66.22800000000001,640,48,46,36,33,15,8,0.005,Rain,0.1-0.5
2016-01-02,1,2016,5,28.1,400,47,45,42,34,8,2,0.2,Rain,0.1-0.5
2016-01-03,1,2016,6,30.695,742,62,52,43,39,9,3,0.005,Rain,0.1-0.5
2016-01-04,1,2016,0,19.062,642,58,48,33,31,9,4,0.0,Sunny,0
2016-01-05,1,2016,1,16.85,599,56,46,40,36,9,3,0.005,Rain,0.1-0.5
2016-01-06,1,2016,2,14.523,302,53,50,52,47,9,3,0.13,"Rain , Thunderstorm",0.1-0.5
2016-01-07,1,2016,3,46.482,801,73,61,53,50,9,2,0.0,Fog,0
2016-01-08,1,2016,4,23.044,895,66,55,57,50,13,3,0.0,Thunderstorm,0
2016-01-09,1,2016,5,23.5,728,58,48,44,34,18,9,0.0,Sunny,0
2016-01-10,1,2016,6,24.951,452,50,42,28,26,12,4,0.0,Sunny,0
2016-01-11,1,2016,0,16.146,711,56,45,32,28,7,1,0.0,Sunny,0
2016-01-12,1,2016,1,18.599,571,66,50,39,34,10,2,0.0,Sunny,0
2016-01-13,1,2016,2,19.619,730,66,52,42,39,10,2,0.0,Sunny,0
2016-01-14,1,2016,3,20.86,600,70,59,55,50,12,3,0.0,Sunny,0
2016-01-15,1,2016,4,22.708000000000002,966,70,59,53,39,10,3,0.0,Sunny,0
2016-01-16,1,2016,5,24.674,828,64,54,43,37,20,5,0.005,Rain,0.1-0.5
2016-01-17,1,2016,6,29.322,974,57,45,35,32,12,3,0.0,Sunny,0
2016-01-18,1,2016,0,26.363000000000003,722,59,48,38,36,8,2,0.0,Sunny,0
2016-01-19,1,2016,1,23.003,696,69,56,51,47,14,4,0.0,Sunny,0
2016-01-20,1,2016,2,13.763,477,57,51,51,39,12,4,0.0,Sunny,0
2016-01-21,1,2016,3,19.43,446,64,54,56,46,22,7,0.01,Rain,0.1-0.5
2016-01-22,1,2016,4,24.928,635,54,46,30,29,18,8,0.0,Sunny,0
2016-01-23,1,2016,5,34.725,1078,57,44,32,30,8,3,0.0,Sunny,0
2016-01-24,1,2016,6,40.907,712,70,53,52,41,14,5,0.0,Sunny,0
2016-01-25,1,2016,0,27.653000000000002,619,75,66,57,51,10,4,0.0,Sunny,0
2016-01-26,1,2016,1,9.866,344,58,51,36,32,18,10,0.005,Rain,0.1-0.5
2016-01-27,1,2016,2,20.315,409,59,48,30,26,14,5,0.0,Sunny,0
2016-01-28,1,2016,3,21.589000000000002,574,71,52,36,32,10,2,0.0,Sunny,0
2016-01-29,1,2016,4,24.892,980,76,57,39,35,14,4,0.0,Sunny,0
2016-01-30,1,2016,5,39.078,1428,77,62,56,46,14,6,0.0,Sunny,0
2016-01-31,1,2016,6,28.725,1460,86,72,58,54,12,5,0.0,Sunny,0
2016-02-01,2,2016,0,16.718,404,77,66,61,54,18,8,0.0,Fog,0
2016-02-02,2,2016,1,17.378,347,72,62,36,27,16,6,0.0,Sunny,0
2016-02-03,2,2016,2,18.81,263,58,49,27,25,15,7,0.0,Sunny,0
2016-02-04,2,2016,3,20.639,266,59,47,28,23,8,3,0.0,Sunny,0
2016-02-05,2,2016,4,29.519000000000002,324,62,48,39,28,15,4,0.0,Sunny,0
2016-02-06,2,2016,5,40.07,512,60,51,41,31,15,7,0.0,"Rain , Thunderstorm",0
2016-02-07,2,2016,6,32.269,417,68,50,37,33,13,3,0.0,Sunny,0
2016-02-08,2,2016,0,18.887999999999998,286,65,56,33,20,17,8,0.0,Sunny,0
2016-02-09,2,2016,1,26.476,317,74,57,33,27,14,6,0.0,Sunny,0
2016-02-10,2,2016,2,31.114,325,74,56,36,33,9,3,0.0,Sunny,0
2016-02-11,2,2016,3,23.354,373,83,68,47,37,13,5,0.0,Sunny,0
2016-02-12,2,2016,4,26.815,607,79,63,48,43,10,3,0.0,Sunny,0
2016-02-13,2,2016,5,37.897,1043,75,64,54,47,15,6,0.0,Sunny,0
2016-02-14,2,2016,6,39.238,901,75,66,57,55,15,6,0.0,Sunny,0
2016-02-15,2,2016,0,34.361,571,74,62,58,49,16,5,0.0,Sunny,0
2016-02-16,2,2016,1,21.624000000000002,375,82,63,47,40,12,4,0.0,Sunny,0
2016-02-17,2,2016,2,25.796,368,75,63,42,33,13,6,0.0,Sunny,0
2016-02-18,2,2016,3,22.605,367,79,67,58,54,16,9,0.0,Sunny,0
2016-02-19,2,2016,4,26.794,480,81,73,62,58,16,8,0.0,Sunny,0
2016-02-20,2,2016,5,35.12,841,76,71,64,62,14,6,0.0,Sunny,0
2016-02-21,2,2016,6,34.816,425,71,68,65,63,9,3,0.01,Rain,0.1-0.5
2016-02-22,2,2016,0,19.063,379,72,65,59,56,12,4,0.0,Sunny,0
2016-02-23,2,2016,1,14.056,162,61,54,58,50,23,9,1.33,"Rain , Thunderstorm",0.5-2
2016-02-24,2,2016,2,27.553,253,65,54,38,30,18,7,0.0,Sunny,0
2016-02-25,2,2016,3,23.475,343,69,54,34,31,13,5,0.0,Sunny,0
2016-02-26,2,2016,4,21.904,510,64,53,36,29,10,3,0.0,Sunny,0
2016-02-27,2,2016,5,48.268,926,73,58,52,45,14,5,0.0,Sunny,0
2016-02-28,2,2016,6,37.446999999999996,597,78,67,59,55,13,7,0.0,Sunny,0
2016-02-29,2,2016,0,21.346,373,77,70,61,60,13,6,0.0,Sunny,0
2016-03-01,3,2016,1,24.844,411,81,70,62,55,16,8,0.0,Sunny,0
2016-03-02,3,2016,2,26.430999999999997,362,78,64,62,47,16,6,0.0,Sunny,0
2016-03-03,3,2016,3,23.865,407,83,73,64,50,17,7,0.0,Sunny,0
2016-03-04,3,2016,4,27.158,644,76,61,47,37,12,4,0.0,Sunny,0
2016-03-05,3,2016,5,36.219,1089,79,68,56,54,12,6,0.0,Sunny,0
2016-03-06,3,2016,6,35.616,1082,77,68,60,57,16,9,0.0,Sunny,0
2016-03-07,3,2016,0,30.674,405,76,70,65,62,21,11,0.01,Rain,0.1-0.5
2016-03-08,3,2016,1,24.26,466,83,76,69,66,17,9,0.22,"Rain , Thunderstorm",0.1-0.5
2016-03-09,3,2016,2,31.79,157,71,65,67,58,15,8,2.18,"Rain , Thunderstorm",2-10
2016-03-10,3,2016,3,23.842,317,64,61,61,59,16,8,0.4,Rain,0.1-0.5
2016-03-11,3,2016,4,23.044,804,71,65,63,61,9,3,0.36,"Rain , Thunderstorm",0.1-0.5
2016-03-12,3,2016,5,28.272,1908,74,66,58,56,9,4,0.005,Rain,0.1-0.5
2016-03-13,3,2016,6,24.799,1784,85,71,61,51,15,4,0.0,Sunny,0
2016-03-14,3,2016,0,23.256999999999998,1555,92,73,63,50,14,5,0.0,Sunny,0
2016-03-15,3,2016,1,25.881999999999998,1755,92,80,68,58,12,6,0.0,Sunny,0
2016-03-16,3,2016,2,23.691,2034,81,71,67,57,13,5,0.0,Sunny,0
2016-03-17,3,2016,3,23.873,2213,79,73,67,66,7,4,0.02,Rain,0.1-0.5
2016-03-18,3,2016,4,21.886999999999997,2047,79,68,69,66,17,5,0.07,"Rain , Thunderstorm",0.1-0.5
2016-03-19,3,2016,5,26.124000000000002,2026,62,55,49,36,18,11,0.0,Sunny,0
2016-03-20,3,2016,6,32.788000000000004,838,64,53,32,28,15,5,0.0,Sunny,0
2016-03-21,3,2016,0,23.235,541,68,52,39,34,12,4,0.0,Sunny,0
2016-03-22,3,2016,1,23.725,429,78,62,58,50,17,9,0.0,Sunny,0
2016-03-23,3,2016,2,23.912,544,82,74,65,62,15,9,0.05,Sunny,0.1-0.5
2016-03-24,3,2016,3,24.853,600,70,59,67,46,17,8,0.15,"Rain , Thunderstorm",0.1-0.5
2016-03-25,3,2016,4,28.45,984,73,57,46,41,12,4,0.0,Sunny,0
2016-03-26,3,2016,5,31.269000000000002,1249,74,61,57,53,13,4,0.0,Sunny,0
2016-03-27,3,2016,6,35.86,885,74,65,63,55,15,5,0.005,Rain,0.1-0.5
2016-03-28,3,2016,0,24.195,631,75,62,46,42,10,4,0.0,Sunny,0
2016-03-29,3,2016,1,23.738000000000003,424,69,64,68,62,13,6,0.02,Rain,0.1-0.5
2016-03-30,3,2016,2,16.752,387,77,73,70,69,14,7,0.03,Rain,0.1-0.5
2016-03-31,3,2016,3,21.524,588,86,76,69,56,12,5,0.0,Sunny,0
2016-05-01,5,2016,6,40.177,696,78,72,65,60,13,7,0.005,Sunny,0.1-0.5
2016-05-02,5,2016,0,18.066,410,70,64,54,51,15,7,0.005,"Rain , Thunderstorm",0.1-0.5
2016-05-03,5,2016,1,26.026,463,78,67,51,48,12,4,0.0,Sunny,0
2016-05-04,5,2016,2,28.933000000000003,419,87,71,55,51,13,5,0.0,Sunny,0
2016-05-05,5,2016,3,23.933000000000003,519,89,74,56,53,8,4,0.0,Sunny,0
2016-05-06,5,2016,4,30.208000000000002,737,86,71,55,53,10,3,0.0,Sunny,0
2016-05-07,5,2016,5,34.435,934,85,73,62,58,17,6,0.0,Sunny,0
2016-05-08,5,2016,6,42.74,315,73,70,69,65,17,8,0.11,Rain,0.1-0.5
2016-05-09,5,2016,0,25.149,477,87,77,70,66,16,7,0.0,Sunny,0
2016-05-10,5,2016,1,28.473000000000003,474,91,79,74,70,17,8,0.27,"Rain , Thunderstorm",0.1-0.5
2016-05-11,5,2016,2,26.725,596,87,76,73,67,18,6,0.33,"Rain , Thunderstorm",0.1-0.5
2016-05-12,5,2016,3,18.979,519,84,76,70,68,17,4,0.11,"Rain , Thunderstorm",0.1-0.5
2016-05-13,5,2016,4,38.983000000000004,823,87,79,70,67,8,4,0.005,Sunny,0.1-0.5
2016-05-14,5,2016,5,43.005,578,81,72,71,68,9,2,0.77,"Rain , Thunderstorm",0.5-2
2016-05-15,5,2016,6,35.698,873,72,67,67,62,9,4,0.23,Rain,0.1-0.5
2016-05-16,5,2016,0,37.542,541,80,74,67,66,12,5,0.26,Rain,0.1-0.5
2016-05-17,5,2016,1,21.346,494,82,74,69,66,20,5,0.2,"Rain , Thunderstorm",0.1-0.5
2016-05-18,5,2016,2,27.075,612,78,71,63,61,15,7,0.16,"Rain , Thunderstorm",0.1-0.5
2016-05-19,5,2016,3,27.05,319,76,69,65,61,15,5,2.25,"Rain , Thunderstorm",2-10
2016-05-20,5,2016,4,30.02,983,83,73,66,62,8,3,0.0,Sunny,0
2016-05-21,5,2016,5,43.817,1035,83,77,74,69,9,4,0.0,Sunny,0
2016-05-22,5,2016,6,51.907,637,87,80,75,72,14,5,0.005,Sunny,0.1-0.5
2016-05-23,5,2016,0,27.351,464,85,78,75,72,14,7,0.01,Rain,0.1-0.5
2016-05-24,5,2016,1,39.461,434,87,81,74,72,13,8,0.0,Sunny,0
2016-05-25,5,2016,2,22.772,465,86,82,77,75,13,6,0.0,Sunny,0
2016-05-26,5,2016,3,30.059,408,90,79,78,73,16,7,0.52,"Rain , Thunderstorm",0.5-2
2016-05-27,5,2016,4,26.482,550,77,71,69,66,12,6,0.35,"Rain , Thunderstorm",0.1-0.5
2016-05-28,5,2016,5,37.8,1178,91,78,77,69,13,5,0.02,"Fog , Rain , Thunderstorm",0.1-0.5
2016-05-29,5,2016,6,36.773,1562,88,79,74,71,14,6,0.18,"Rain , Thunderstorm",0.1-0.5
2016-05-30,5,2016,0,41.732,809,89,78,72,67,13,5,0.31,"Rain , Thunderstorm",0.1-0.5
2016-05-31,5,2016,1,20.691,236,82,75,75,71,14,3,1.07,"Rain , Thunderstorm",0.5-2
2016-06-01,6,2016,2,35.256,442,87,78,72,69,10,2,0.19,Rain,0.1-0.5
2016-06-02,6,2016,3,28.43,384,84,76,72,69,10,4,0.36,"Rain , Thunderstorm",0.1-0.5
2016-06-03,6,2016,4,27.713,533,85,75,70,66,10,3,1.61,"Rain , Thunderstorm",0.5-2
2016-06-04,6,2016,5,35.179,827,86,77,71,68,13,5,0.1,Rain,0.1-0.5
2016-06-05,6,2016,6,35.466,921,88,78,68,62,14,6,0.0,Sunny,0
2016-06-06,6,2016,0,24.35,543,90,80,63,59,13,4,0.0,Sunny,0
2016-06-07,6,2016,1,27.596,510,92,81,70,65,8,2,0.0,Sunny,0
2016-06-08,6,2016,2,22.79,423,92,81,72,70,12,3,0.0,Sunny,0
2016-06-09,6,2016,3,26.901999999999997,528,92,82,72,70,20,5,0.0,Sunny,0
2016-06-10,6,2016,4,28.011999999999997,561,91,80,73,71,10,3,0.0,Sunny,0
2016-06-11,6,2016,5,37.403,933,93,85,75,74,12,6,0.0,Sunny,0
2016-06-12,6,2016,6,32.398,633,94,86,77,76,14,6,0.0,Sunny,0
2016-06-13,6,2016,0,23.901,496,94,85,76,75,12,5,0.0,Sunny,0
2016-06-14,6,2016,1,23.304000000000002,533,94,86,76,74,12,6,0.0,Sunny,0
2016-06-15,6,2016,2,21.964000000000002,386,96,87,75,73,13,7,0.0,Sunny,0
2016-06-16,6,2016,3,24.415,458,96,86,75,73,14,6,0.0,Sunny,0
2016-06-17,6,2016,4,27.701,603,97,87,75,73,10,6,0.0,Sunny,0
2016-06-18,6,2016,5,33.436,783,96,86,75,73,10,4,0.0,Sunny,0
2016-06-19,6,2016,6,46.525,611,94,86,76,73,12,4,0.0,Sunny,0
2016-06-20,6,2016,0,20.641,449,95,85,74,71,9,4,0.0,Sunny,0
2016-06-21,6,2016,1,19.305,439,96,86,73,71,9,4,0.0,Sunny,0
2016-06-22,6,2016,2,38.006,475,96,86,74,72,13,6,0.0,Sunny,0
